title,imageUrl,lowScore,highScore,review,color,set
Captain Lannery Storm,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375438/large/142017_200w.jpg?1503948904,3,,"Captain Storm (that's me when I'm Cube drafting, by the way) takes no prisoners, and she gets in there for value as soon as you play her. She attacks as a 3/2 at worst, and can ramp your mana if you don't need to sac the Treasure right away. She's a good addition to any deck, aggressive or controlling, on rate alone.",red,xln
Captivating Crew,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378924/large/Captivating-Crew-Ixalan-Spoiler.png?1505253894,4,,"Repeatable Threaten is a powerful ability, and you aren't even paying for it, given that this is a perfectly serviceable 4/3 for 4. This is incredibly hard to beat if you had a good aggressive start, though I wouldn't cut it from control decks either. The opponent has to leave tons of blockers back out of respect, giving you extra time to develop your board, and maybe even get up to 8 mana for the double steal. Consider me captivated.",red,xln
Charging Monstrosaur,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378925/large/Charging-Monstrosaur-Ixalan-Spoiler.png?1505253896,3.5,,"Ground Rorix has never been so aptly named, as this charges in and puts a beating on the opponent. If you curve into this, you're going to win easily, and even in a not-great draw this carries a lot of weight. It's just too gigantic and runs over chump blockers, making it an awesome threat.",red,xln
Demolish,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379437/large/145773_200w.jpg?1505504655,0.5,,"Nobody has ever actually sided this in, and it should likely stay that way.",red,xln
Dinosaur Stampede,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378352/large/145264_200w.jpg?1504901296,1.5,,"I don't like this in the big Dino deck, as 6+ drops are finishers in their own right. Where it is interesting is in the more midrange/aggressive red-green Dino deck that focuses on 2-5 drops instead. I could see this making the cut, and adding a much needed 4-6 damage at the end of the game.",red,xln
Dual Shot,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379529/large/145774_200w.jpg?1505504816,0.5,,"This is another sideboard option, mainly used for preying on Vampires (just like in Shadows Over Innistrad).",red,xln
Fathom Fleet Firebrand,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379446/large/145776_200w.jpg?1505504673,2.5,,"Try saying this three times fast, or just skip that and play it in your aggressive decks. This is good on turn 2 and does a respectable job later, which is all you can ask for out of your 2-drop.",red,xln
Fiery Cannonade,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379672/large/145808_200w.jpg?1505508574,2.5,,"Assuming this doesn't maul your own creatures, I like it in the main deck. It's very effective against Merfolk and Vampires, and can even help against Dinosaurs. Feel free to side it out aggressively, as it's going to be quite bad in some matchups.",red,xln
Fire Shrine Keeper,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379447/large/145778_200w.jpg?1505504675,1,,"While I do like mana sinks in general, the Keeper cycle has mostly been a miss for me. Eight is just so much, and I don't really want a 1/1 menace in my decks either.",red,xln
Firecannon Blast,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379448/large/145785_200w.jpg?1505504676,3.5,,"This is some high-quality removal, and I'm going to have a blast killing my opponent's 6-drops with it. This clears the way early and snipes large things late, which is a very good deal for only 3 mana.",red,xln
Frenzied Raptor,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379453/large/145788_200w.jpg?1505504684,1.5,,"4/2s trade down for 2-drops too easily for this to be a high priority, but it will make the cut if you care that it's a Dinosaur. There are plenty of decks where that is enough, and it's unlikely anyone else at the table will be stealing this from you.",red,xln
Headstrong Brute,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379457/large/145790_200w.jpg?1505504690,3,,"Headstrong Brute is going to be one of the aggressive Pirate mainstays in the set, as a 3/3 menace for 3 is a fantastic deal. This will beat the crap out of most opponents, and especially if backed up by removal, can never be effectively blocked. Given that it can't block itself, the normal caveats about not playing this in control decks apply.",red,xln
Hijack,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379459/large/145792_200w.jpg?1505504694,0.5,,"Outside of formats with a dedicated sacrifice theme, Threaten effects tend to be pretty bad. Hijack isn't a card I expect to play, though I can see siding it in against big Dinosaurs every now and then.",red,xln
Lightning Strike,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377539/large/144831_200w.jpg?1504650149,3.5,,"Lightning never strikes twice, especially now that this is uncommon. It's still just as good as every other time we've seen it, as 3 damage for 2 mana is not a deal I'll ever turn down.",red,xln
Lightning-Rig Crew,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379117/large/145603_200w.jpg?1505405659,3,,"The Lobbers have upgraded their rig, and now have an extra point of toughness. I like the defensive body in control decks, and like the unblockable damage in aggro decks. All told, this is a card I'm happy to play everywhere, even if I don't have tons of Pirates. Also note that this can attack to trigger raid, if such a thing is needed.",red,xln
Makeshift Munitions,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378921/large/Makeshift-Munitions-Ixalan-Spoiler.png?1505510586,0.5,,"Here is your sacrifice deck, I suppose. It still does seem pretty makeshift, and I'm not excited about the prospect. The rate here is just too inefficient, and there aren't enough steal effects to really justify going for it. You can throw Treasure, but making it isn't free, and paying 1 mana and a Treasure per damage is just too much.",red,xln
Nest Robber,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379673/large/145809_200w.jpg?1505508577,1.5,,"The best place for this looks to be a lower-curve aggressive Dinosaur deck, likely red-green. Otherwise, it's a mediocre 2/1 that doesn't scale all that well into the late game, though I suppose it can steal a game if you are in a close race.",red,xln
Otepec Huntmaster,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378356/large/145268_200w.jpg?1504901303,1,3,"In a dedicated Dinosaur deck, this is the perfect ramp card. It helps cast your gigantic threats, and gives them haste to enable some very fast draws. Even in the late game, this is quite relevant, which isn't true of most mana dorks.",red,xln
Rampaging Ferocidon,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378357/large/145269_200w.jpg?1504901305,3.5,,"A 3/3 menace for 3 is big game, and the aggressive ability should favor you as a result. This races effectively, and really pressures the opponent early or late.",red,xln
Raptor Hatchling,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378005/large/145255_200w.jpg?1504822908,3,,"Even without combos, this provides a solid roadblock on the ground, and will save you some damage before giving you a 3/3. Once you factor in how good it is against 2/1s and how sick it becomes with enrage combos, you have a nice little card on your hands.",red,xln
Repeating Barrage,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379493/large/145640_200w.jpg?1505504751,4,,"Now this is a brutal card to play against. When your opponent kills your 4-drop and has two creatures out, it feels like you are in a gigantic hole. I'd play a 3-mana 3-damage spell without question, and having the ability to buy it back is huge upside. It works well with evasive creatures, with big creatures, and can even be enabled by reckless attacks if need be. At the risk of repeating myself, take this card early and play it often.",red,xln
Rigging Runner,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379535/large/145794_200w.jpg?1505504827,2,,"In hyper aggressive decks, this can really bring some beats, and if you start with 2-drop into 2-drop plus Rigging Runner, your opponent will certainly feel like things are rigged. Outside of those decks, this is wildly unplayable, so only run this if you are sure that you can support it.",red,xln
Rile,http://crystalcommerce-assets.s3.amazonaws.com/photos/6378358/large/145270_200w.jpg?1504901307,1.5,,"In a deck with a couple of good enrage targets, this seems like a fine addition. Outside of that, it's not a card I'm excited to play, as giving trample is clearly not worth going through this effort. If you want this, you'll be able to pick up some copies.",red,xln
Rowdy Crew,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375456/large/142018_200w.jpg?1503948954,3.5,,"Draw three plus discard two at random is definitely upside, and can often be better than just ""draw a card"" (mostly when your hand isn't that good, which is true for me almost all the time). As for how often this will be big, I'll just leave you in the hands of Frank Karsten, PhD. This card is good and you should play it, though it's not a bomb by any stretch.",red,xln
Rummaging Goblin,http://crystalcommerce-assets.s3.amazonaws.com/photos/6379495/large/145795_200w.jpg?1505504755,1.5,,"Taking a turn off to cast this is usually of dubious value, and having to discard before drawing makes this a lot worse than an actual looter. Add those up and you have the definition of a marginal playable.",red,xln
Star of Extinction,http://crystalcommerce-assets.s3.amazonaws.com/photos/6375462/large/142019_200w.jpg?1503948967,2,,"A 7-mana wrath is a few mana more than I like, making this less of an all-star and more of a solid build-around. Destroying a land is a nice bonus, but I'm still not looking to slam this and run with it.",red,xln
Storm Fleet Arsonist,http://crystalcommerce-assets.s3.amazonaws.com/photos/6377659/large/144974_200w.jpg?1504729721,3,,"A 5-mana 4/4 that picks up a 2-for-1 a good chunk of the time seems like a deal to me, and I'm happy running this as the top end of aggro or the middle of the curve in midrange. As long as you have some creatures that can plausibly attack, this will pull its weight. There are decks where sacrificing a land is extremely painful, and even against aggro, this does add up. Resources are resources, and losing one is bad.",red,xln
